Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,DateTimeObj,StrDateTime
2020-12-01,733.2999877929688,736.52001953125,721.8499755859375,733.6500244140625,519000,0,0,2020-12-01,2020-12-01 00:00:00
2020-12-02,731.010009765625,754.2000122070312,731.010009765625,751.280029296875,587000,0,0,2020-12-02,2020-12-02 00:00:00
2020-12-03,751.989990234375,764.25,748.8699951171875,758.719970703125,544700,0,0,2020-12-03,2020-12-03 00:00:00
2020-12-04,753.469970703125,781.9000244140625,753.469970703125,780.3400268554688,553900,0,0,2020-12-04,2020-12-04 00:00:00
2020-12-07,778.0,780.530029296875,762.3200073242188,764.3900146484375,577400,0,0,2020-12-07,2020-12-07 00:00:00
2020-12-08,762.8599853515625,767.5800170898438,755.0,765.3499755859375,425400,0,0,2020-12-08,2020-12-08 00:00:00
2020-12-09,767.6099853515625,767.6099853515625,750.0999755859375,753.510009765625,529100,0,0,2020-12-09,2020-12-09 00:00:00
2020-12-10,755.5999755859375,766.7999877929688,748.0800170898438,758.0700073242188,496000,0,0,2020-12-10,2020-12-10 00:00:00
2020-12-11,754.1500244140625,761.9000244140625,745.8800048828125,760.0,545900,0,0,2020-12-11,2020-12-11 00:00:00
2020-12-14,764.0,780.6300048828125,762.0499877929688,764.7899780273438,598100,0,0,2020-12-14,2020-12-14 00:00:00
2020-12-15,757.010009765625,771.5599975585938,755.0,768.489990234375,432600,0,0,2020-12-15,2020-12-15 00:00:00
2020-12-16,765.75,769.9600219726562,762.0599975585938,766.0599975585938,359600,0,0,2020-12-16,2020-12-16 00:00:00
2020-12-17,771.3800048828125,781.25,767.25,779.780029296875,435400,0,0,2020-12-17,2020-12-17 00:00:00
2020-12-18,786.7899780273438,790.7999877929688,775.0399780273438,789.0900268554688,874300,0,0,2020-12-18,2020-12-18 00:00:00
2020-12-21,778.010009765625,789.97998046875,768.1799926757812,789.27001953125,513900,0,0,2020-12-21,2020-12-21 00:00:00
2020-12-22,790.1099853515625,816.8400268554688,788.27001953125,815.25,748700,0,0,2020-12-22,2020-12-22 00:00:00
2020-12-23,817.010009765625,826.8099975585938,808.530029296875,809.6500244140625,644300,0,0,2020-12-23,2020-12-23 00:00:00
2020-12-24,810.7100219726562,812.3400268554688,803.010009765625,807.0,163300,0,0,2020-12-24,2020-12-24 00:00:00
2020-12-28,818.2100219726562,819.989990234375,797.219970703125,805.1599731445312,409900,0,0,2020-12-28,2020-12-28 00:00:00
2020-12-29,812.3699951171875,820.2999877929688,807.1400146484375,814.0700073242188,373400,0,0,2020-12-29,2020-12-29 00:00:00
2020-12-30,819.989990234375,822.1500244140625,812.0399780273438,815.2999877929688,258500,0,0,2020-12-30,2020-12-30 00:00:00
2020-12-31,815.52001953125,821.030029296875,810.3099975585938,818.0999755859375,386900,0,0,2020-12-31,2020-12-31 00:00:00
2021-01-04,825.8400268554688,825.8400268554688,788.8800048828125,800.0,593900,0,0,2021-01-04,2021-01-04 00:00:00
2021-01-05,793.8900146484375,811.3900146484375,789.3900146484375,805.0499877929688,454600,0,0,2021-01-05,2021-01-05 00:00:00
2021-01-06,795.280029296875,800.0,786.8599853515625,792.7899780273438,690400,0,0,2021-01-06,2021-01-06 00:00:00
2021-01-07,798.8699951171875,810.4099731445312,790.0,808.2100219726562,428500,0,0,2021-01-07,2021-01-07 00:00:00
2021-01-08,804.219970703125,825.3900146484375,804.0599975585938,818.75,476200,0,0,2021-01-08,2021-01-08 00:00:00
2021-01-11,818.4299926757812,818.4299926757812,803.8400268554688,813.6500244140625,548200,0,0,2021-01-11,2021-01-11 00:00:00
2021-01-12,811.3400268554688,813.030029296875,788.2999877929688,788.4299926757812,634600,0,0,2021-01-12,2021-01-12 00:00:00
2021-01-13,787.3699951171875,824.0,786.0,811.4500122070312,850000,0,0,2021-01-13,2021-01-13 00:00:00
2021-01-14,814.2899780273438,815.77001953125,795.0499877929688,797.1400146484375,486800,0,0,2021-01-14,2021-01-14 00:00:00
