Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,DateTimeObj,StrDateTime
2020-12-01,94.74689575506395,95.36570261706137,93.67895991583976,94.25784301757812,477800,0.0,0,2020-12-01,2020-12-01 00:00:00
2020-12-02,94.06821040207383,95.15610435273892,93.92848104354215,94.9465103149414,268000,0.0,0,2020-12-02,2020-12-02 00:00:00
2020-12-03,94.51733554321359,95.54535523148407,94.38758903405882,94.76685333251953,323200,0.0,0,2020-12-03,2020-12-03 00:00:00
2020-12-04,95.54536094530914,96.98257831967861,95.47549626471256,96.2739486694336,370400,0.0,0,2020-12-04,2020-12-04 00:00:00
2020-12-07,95.58527370922661,95.83479150462101,94.3776084932792,94.69699096679688,294800,0.0,0,2020-12-07,2020-12-07 00:00:00
2020-12-08,93.52925384329293,94.56724883396551,93.52925384329293,94.36763763427734,426400,0.0,0,2020-12-08,2020-12-08 00:00:00
2020-12-09,94.98643665939247,95.06628418491854,93.63904202852629,94.1780014038086,341000,0.0,0,2020-12-09,2020-12-09 00:00:00
2020-12-10,93.39950299955329,94.96647445004295,93.39950299955329,94.69699096679688,395100,0.0,0,2020-12-10,2020-12-10 00:00:00
2020-12-11,93.58912889748682,94.97645480908737,93.30967019230522,93.5192642211914,332200,0.0,0,2020-12-11,2020-12-11 00:00:00
2020-12-14,94.88662493649699,94.88662493649699,91.59298706054688,91.59298706054688,426600,0.0,0,2020-12-14,2020-12-14 00:00:00
2020-12-15,92.66092641464449,93.69892137485661,91.92235585985702,93.52925109863281,411600,0.0,0,2020-12-15,2020-12-15 00:00:00
2020-12-16,93.94843528760575,94.3476652734285,92.77071101750187,93.34959411621094,315600,0.0,0,2020-12-16,2020-12-16 00:00:00
2020-12-17,93.3795405231305,93.45938804792567,92.46131683202329,93.24979400634766,337900,0.0,0,2020-12-17,2020-12-17 00:00:00
2020-12-18,93.18990647001225,93.87857038888014,91.90239376648901,92.6309814453125,1211600,0.0,0,2020-12-18,2020-12-18 00:00:00
2020-12-21,93.1300202852524,93.1300202852524,89.74655956094252,92.07206726074219,471700,0.0,0,2020-12-21,2020-12-21 00:00:00
2020-12-22,92.05210606979932,92.75075283313896,91.41333352444487,91.57302856445312,447600,0.0,0,2020-12-22,2020-12-22 00:00:00
2020-12-23,91.93234039086524,93.44940528997945,91.93234039086524,92.72081756591797,554300,0.0,0,2020-12-23,2020-12-23 00:00:00
2020-12-24,93.12004309957547,93.37953612090779,91.70277625265265,92.69087219238281,76100,0.0,0,2020-12-24,2020-12-24 00:00:00
2020-12-28,93.2597738460056,94.47742190852541,92.75075541018462,93.11006164550781,345500,0.0,0,2020-12-28,2020-12-28 00:00:00
2020-12-29,93.53923505034105,93.58913404205006,91.90239887457653,91.98224639892578,514800,0.0,0,2020-12-29,2020-12-29 00:00:00
2020-12-30,92.47129498648198,93.65899449518822,92.47129498648198,93.03021240234375,400000,0.0,0,2020-12-30,2020-12-30 00:00:00
2020-12-31,92.90046909580519,94.93653525695917,92.52119716652382,94.77684020996094,250800,0.0,0,2020-12-31,2020-12-31 00:00:00
2021-01-04,95.17606865874853,95.41560361065584,91.86247263442853,92.2217788696289,390700,0.0,0,2021-01-04,2021-01-04 00:00:00
2021-01-05,91.94232246389278,93.04019927025429,91.70277989129538,92.15191650390625,289000,0.0,0,2021-01-05,2021-01-05 00:00:00
2021-01-06,94.17799574802818,97.60138014890899,93.66897732171705,97.28199768066406,624700,0.0,0,2021-01-06,2021-01-06 00:00:00
2021-01-07,98.06999969482422,98.81999969482422,96.91999816894531,96.97000122070312,457100,0.188,0,2021-01-07,2021-01-07 00:00:00
2021-01-08,97.13999938964844,97.37999725341797,95.37999725341797,96.44000244140625,297300,0.0,0,2021-01-08,2021-01-08 00:00:00
2021-01-11,95.2699966430664,96.37999725341797,94.8499984741211,95.36000061035156,341600,0.0,0,2021-01-11,2021-01-11 00:00:00
2021-01-12,95.41999816894531,96.58000183105469,95.12000274658203,95.6500015258789,392300,0.0,0,2021-01-12,2021-01-12 00:00:00
2021-01-13,95.44000244140625,96.23999786376953,95.11000061035156,95.91000366210938,389300,0.0,0,2021-01-13,2021-01-13 00:00:00
2021-01-14,96.4800033569336,97.2300033569336,96.0,96.58000183105469,357500,0.0,0,2021-01-14,2021-01-14 00:00:00
