Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-17 09:30:00-05:00,173.80999755859375,174.0,173.5500030517578,173.72999572753906,23560,0,0
2020-12-17 09:31:00-05:00,173.72999572753906,173.80580139160156,173.57000732421875,173.57000732421875,2415,0,0
2020-12-17 09:33:00-05:00,173.5,173.5,173.5,173.5,825,0,0
2020-12-17 09:34:00-05:00,173.57000732421875,173.57000732421875,172.86000061035156,173.0,12840,0,0
2020-12-17 09:35:00-05:00,172.96290588378906,173.1300048828125,172.96290588378906,173.0500030517578,3002,0,0
2020-12-17 09:36:00-05:00,173.05499267578125,173.42999267578125,173.05499267578125,173.2899932861328,1868,0,0
2020-12-17 09:37:00-05:00,173.11000061035156,173.22999572753906,173.00999450683594,173.22999572753906,522,0,0
2020-12-17 09:38:00-05:00,172.94000244140625,173.16000366210938,172.8000030517578,172.8000030517578,3697,0,0
2020-12-17 09:39:00-05:00,173.0399932861328,173.2100067138672,172.9499969482422,173.07000732421875,1438,0,0
2020-12-17 09:40:00-05:00,173.25,173.27000427246094,173.1699981689453,173.19000244140625,1407,0,0
2020-12-17 09:41:00-05:00,173.5,173.5,173.10000610351562,173.24000549316406,2279,0,0
2020-12-17 09:42:00-05:00,173.00999450683594,173.13999938964844,172.88999938964844,172.88999938964844,563,0,0
2020-12-17 09:43:00-05:00,173.13999938964844,173.13999938964844,173.13999938964844,173.13999938964844,248,0,0
2020-12-17 09:44:00-05:00,173.02000427246094,173.05999755859375,172.25999450683594,172.27999877929688,5162,0,0
2020-12-17 09:45:00-05:00,172.5749969482422,172.66000366210938,172.4600067138672,172.5449981689453,1187,0,0
2020-12-17 09:46:00-05:00,172.66000366210938,173.0500030517578,172.5449981689453,172.875,3346,0,0
2020-12-17 09:47:00-05:00,173.24000549316406,173.24000549316406,172.9949951171875,173.1999969482422,3123,0,0
2020-12-17 09:48:00-05:00,173.1649932861328,173.3300018310547,173.1649932861328,173.27000427246094,1183,0,0
2020-12-17 09:49:00-05:00,173.0800018310547,173.1199951171875,172.8699951171875,172.875,1603,0,0
2020-12-17 09:50:00-05:00,172.9499969482422,172.9499969482422,172.60000610351562,172.60000610351562,865,0,0
2020-12-17 09:51:00-05:00,172.7050018310547,172.72999572753906,172.58999633789062,172.72999572753906,1368,0,0
2020-12-17 09:52:00-05:00,172.75,172.7899932861328,172.75,172.7899932861328,1021,0,0
2020-12-17 09:53:00-05:00,172.75999450683594,172.77000427246094,172.55999755859375,172.55999755859375,1847,0,0
2020-12-17 09:54:00-05:00,172.47999572753906,172.5399932861328,172.4600067138672,172.47000122070312,20590,0,0
2020-12-17 09:55:00-05:00,172.5,172.67999267578125,172.4600067138672,172.4600067138672,4139,0,0
2020-12-17 09:56:00-05:00,172.3000030517578,172.3300018310547,172.3000030517578,172.3300018310547,304,0,0
2020-12-17 09:57:00-05:00,172.4600067138672,172.5500030517578,172.42999267578125,172.5,1966,0,0
2020-12-17 09:58:00-05:00,172.44679260253906,172.44679260253906,172.1999969482422,172.1999969482422,1122,0,0
2020-12-17 09:59:00-05:00,172.0865936279297,172.0865936279297,171.85000610351562,171.92999267578125,1646,0,0
2020-12-17 10:00:00-05:00,171.9376983642578,172.19000244140625,171.9376983642578,171.9499969482422,2761,0,0
2020-12-17 10:01:00-05:00,171.92999267578125,171.92999267578125,171.7899932861328,171.7899932861328,1459,0,0
2020-12-17 10:02:00-05:00,171.75999450683594,171.86000061035156,171.75999450683594,171.81460571289062,865,0,0
2020-12-17 10:03:00-05:00,171.75999450683594,172.01499938964844,171.6300048828125,171.6300048828125,5856,0,0
2020-12-17 10:04:00-05:00,171.61000061035156,171.69000244140625,171.55999755859375,171.5718994140625,1193,0,0
2020-12-17 10:05:00-05:00,171.6999969482422,171.77000427246094,171.6300048828125,171.74000549316406,1374,0,0
2020-12-17 10:06:00-05:00,171.61000061035156,171.61000061035156,171.41000366210938,171.41000366210938,1156,0,0
2020-12-17 10:07:00-05:00,171.58999633789062,171.64999389648438,171.51499938964844,171.61000061035156,2508,0,0
2020-12-17 10:08:00-05:00,171.60000610351562,171.60000610351562,171.4499969482422,171.4499969482422,1074,0,0
2020-12-17 10:09:00-05:00,171.39500427246094,171.39500427246094,171.3300018310547,171.36000061035156,680,0,0
2020-12-17 10:10:00-05:00,171.33999633789062,171.5,171.27999877929688,171.5,3526,0,0
2020-12-17 10:11:00-05:00,171.60000610351562,171.89999389648438,171.60000610351562,171.7899932861328,2797,0,0
2020-12-17 10:12:00-05:00,171.57000732421875,171.58999633789062,171.57000732421875,171.58999633789062,639,0,0
2020-12-17 10:13:00-05:00,171.44000244140625,171.55999755859375,171.35000610351562,171.55999755859375,2597,0,0
2020-12-17 10:14:00-05:00,171.55999755859375,171.55999755859375,171.55999755859375,171.55999755859375,448,0,0
2020-12-17 10:15:00-05:00,171.5500030517578,171.5500030517578,171.2550048828125,171.2550048828125,2557,0,0
2020-12-17 10:16:00-05:00,171.35499572753906,171.35499572753906,171.24000549316406,171.24000549316406,1158,0,0
2020-12-17 10:17:00-05:00,171.07000732421875,171.24000549316406,171.07000732421875,171.24000549316406,347,0,0
2020-12-17 10:18:00-05:00,171.22500610351562,171.39999389648438,171.21499633789062,171.39999389648438,2432,0,0
2020-12-17 10:19:00-05:00,171.5050048828125,171.6300048828125,171.5050048828125,171.5850067138672,814,0,0
2020-12-17 10:20:00-05:00,171.77999877929688,171.77999877929688,171.4980926513672,171.52000427246094,1218,0,0
2020-12-17 10:21:00-05:00,171.45799255371094,171.75999450683594,171.45799255371094,171.66000366210938,1126,0,0
2020-12-17 10:22:00-05:00,171.7100067138672,171.76710510253906,171.7050018310547,171.75,1085,0,0
2020-12-17 10:23:00-05:00,171.67999267578125,171.67999267578125,171.59140014648438,171.67550659179688,2498,0,0
2020-12-17 10:24:00-05:00,171.75,171.75,171.55499267578125,171.625,944,0,0
2020-12-17 10:25:00-05:00,171.625,171.63999938964844,171.5399932861328,171.5399932861328,1123,0,0
2020-12-17 10:26:00-05:00,171.50999450683594,171.60000610351562,171.41000366210938,171.60000610351562,1440,0,0
2020-12-17 10:27:00-05:00,171.52999877929688,171.94000244140625,171.52999877929688,171.8699951171875,2204,0,0
2020-12-17 10:29:00-05:00,171.90499877929688,171.99000549316406,171.90499877929688,171.99000549316406,956,0,0
2020-12-17 10:30:00-05:00,172.00999450683594,172.00999450683594,171.8249969482422,171.8249969482422,2097,0,0
2020-12-17 10:32:00-05:00,172.03500366210938,172.03500366210938,171.9499969482422,171.9499969482422,926,0,0
2020-12-17 10:33:00-05:00,171.9499969482422,171.99000549316406,171.9499969482422,171.99000549316406,719,0,0
2020-12-17 10:34:00-05:00,171.99000549316406,172.05999755859375,171.97000122070312,171.97999572753906,1419,0,0
2020-12-17 10:35:00-05:00,171.9499969482422,171.97999572753906,171.9499969482422,171.97999572753906,498,0,0
2020-12-17 10:36:00-05:00,172.0,172.1999969482422,172.0,172.1699981689453,1381,0,0
2020-12-17 10:37:00-05:00,172.0800018310547,172.0800018310547,172.02000427246094,172.02000427246094,793,0,0
2020-12-17 10:38:00-05:00,172.02499389648438,172.24000549316406,172.02499389648438,172.19000244140625,1731,0,0
2020-12-17 10:39:00-05:00,172.1699981689453,172.1699981689453,172.1699981689453,172.1699981689453,529,0,0
2020-12-17 10:40:00-05:00,172.13999938964844,172.13999938964844,172.0050048828125,172.0399932861328,1549,0,0
2020-12-17 10:41:00-05:00,172.11000061035156,172.19000244140625,172.11000061035156,172.19000244140625,201,0,0
2020-12-17 10:42:00-05:00,172.11000061035156,172.11000061035156,172.02999877929688,172.10499572753906,919,0,0
2020-12-17 10:43:00-05:00,172.02999877929688,172.0800018310547,172.02999877929688,172.0800018310547,1291,0,0
2020-12-17 10:44:00-05:00,172.0850067138672,172.0850067138672,171.8800048828125,171.8800048828125,2148,0,0
2020-12-17 10:45:00-05:00,172.0399932861328,172.1699981689453,172.0399932861328,172.16000366210938,1474,0,0
2020-12-17 10:46:00-05:00,172.15499877929688,172.1699981689453,172.15499877929688,172.1699981689453,372,0,0
2020-12-17 10:47:00-05:00,172.1750030517578,172.1750030517578,172.0850067138672,172.13999938964844,2064,0,0
2020-12-17 10:48:00-05:00,172.1999969482422,172.4600067138672,172.1999969482422,172.3800048828125,1691,0,0
2020-12-17 10:49:00-05:00,172.33999633789062,172.4600067138672,172.33999633789062,172.4600067138672,436,0,0
2020-12-17 10:51:00-05:00,172.2899932861328,172.2899932861328,172.07000732421875,172.07000732421875,2251,0,0
2020-12-17 10:52:00-05:00,171.99000549316406,171.99000549316406,171.9600067138672,171.9600067138672,701,0,0
2020-12-17 10:53:00-05:00,171.98989868164062,171.98989868164062,171.86500549316406,171.86500549316406,768,0,0
2020-12-17 10:54:00-05:00,171.80999755859375,171.9550018310547,171.80999755859375,171.9550018310547,1985,0,0
2020-12-17 10:55:00-05:00,171.88999938964844,171.9499969482422,171.75,171.75,1144,0,0
2020-12-17 10:56:00-05:00,171.67999267578125,171.74000549316406,171.67999267578125,171.74000549316406,1959,0,0
2020-12-17 10:57:00-05:00,171.75,171.92999267578125,171.7100067138672,171.89999389648438,1493,0,0
2020-12-17 10:58:00-05:00,171.88999938964844,171.88999938964844,171.84500122070312,171.84500122070312,696,0,0
