Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-17 09:30:00-05:00,92.91999816894531,92.91999816894531,92.87999725341797,92.91999816894531,0,0,0
2020-12-17 09:31:00-05:00,92.91999816894531,93.05999755859375,92.82499694824219,93.02749633789062,7080,0,0
2020-12-17 09:32:00-05:00,93.16000366210938,93.16000366210938,93.05999755859375,93.0999984741211,4802,0,0
2020-12-17 09:33:00-05:00,93.13500213623047,93.22000122070312,93.13500213623047,93.20999908447266,1893,0,0
2020-12-17 09:34:00-05:00,93.19000244140625,93.31999969482422,93.19000244140625,93.31999969482422,1153,0,0
2020-12-17 09:35:00-05:00,93.31999969482422,93.40750122070312,93.31500244140625,93.3499984741211,2564,0,0
2020-12-17 09:36:00-05:00,93.19999694824219,93.22000122070312,93.19999694824219,93.22000122070312,866,0,0
2020-12-17 09:37:00-05:00,93.19000244140625,93.19000244140625,93.19000244140625,93.19000244140625,824,0,0
2020-12-17 09:38:00-05:00,93.05000305175781,93.16999816894531,93.0,93.0,5220,0,0
2020-12-17 09:39:00-05:00,93.01000213623047,93.01000213623047,92.86000061035156,92.86000061035156,2153,0,0
2020-12-17 09:40:00-05:00,92.91999816894531,92.9800033569336,92.91999816894531,92.9749984741211,3600,0,0
2020-12-17 09:41:00-05:00,93.04000091552734,93.04000091552734,93.04000091552734,93.04000091552734,367,0,0
2020-12-17 09:42:00-05:00,93.12999725341797,93.12999725341797,92.95999908447266,92.9800033569336,3831,0,0
2020-12-17 09:43:00-05:00,93.0,93.0199966430664,92.9000015258789,93.00499725341797,2452,0,0
2020-12-17 09:44:00-05:00,92.93499755859375,92.93499755859375,92.93499755859375,92.93499755859375,200,0,0
2020-12-17 09:45:00-05:00,92.98999786376953,93.08000183105469,92.94999694824219,93.07499694824219,1941,0,0
2020-12-17 09:46:00-05:00,93.05999755859375,93.11000061035156,93.05000305175781,93.08999633789062,3099,0,0
2020-12-17 09:47:00-05:00,93.1500015258789,93.1500015258789,93.08000183105469,93.08000183105469,2021,0,0
2020-12-17 09:48:00-05:00,93.02999877929688,93.02999877929688,93.02999877929688,93.02999877929688,377,0,0
2020-12-17 09:49:00-05:00,93.06390380859375,93.06390380859375,93.06390380859375,93.06390380859375,708,0,0
2020-12-17 09:50:00-05:00,92.95999908447266,92.97000122070312,92.94000244140625,92.97000122070312,1519,0,0
2020-12-17 09:51:00-05:00,92.94000244140625,92.97000122070312,92.94000244140625,92.94499969482422,718,0,0
2020-12-17 09:52:00-05:00,92.94000244140625,92.94000244140625,92.94000244140625,92.94000244140625,322,0,0
2020-12-17 09:53:00-05:00,92.94000244140625,92.97000122070312,92.91000366210938,92.9657974243164,38434,0,0
2020-12-17 09:54:00-05:00,92.87999725341797,92.87999725341797,92.83000183105469,92.86000061035156,1419,0,0
2020-12-17 09:55:00-05:00,92.8499984741211,92.8499984741211,92.8499984741211,92.8499984741211,326,0,0
2020-12-17 09:56:00-05:00,92.80500030517578,92.91000366210938,92.80500030517578,92.83000183105469,2767,0,0
2020-12-17 09:57:00-05:00,92.83999633789062,92.86000061035156,92.81500244140625,92.81500244140625,1972,0,0
2020-12-17 09:58:00-05:00,92.83999633789062,92.87000274658203,92.81999969482422,92.86000061035156,906,0,0
2020-12-17 09:59:00-05:00,92.91000366210938,92.95999908447266,92.91000366210938,92.95999908447266,1698,0,0
2020-12-17 10:00:00-05:00,92.91000366210938,92.91999816894531,92.87999725341797,92.87999725341797,1481,0,0
2020-12-17 10:01:00-05:00,92.87000274658203,92.87000274658203,92.83000183105469,92.83000183105469,531,0,0
2020-12-17 10:02:00-05:00,92.83000183105469,92.83999633789062,92.83000183105469,92.83999633789062,289,0,0
2020-12-17 10:03:00-05:00,92.88999938964844,93.05180358886719,92.86000061035156,93.05180358886719,3024,0,0
2020-12-17 10:04:00-05:00,93.08499908447266,93.08499908447266,93.08499908447266,93.08499908447266,115,0,0
2020-12-17 10:05:00-05:00,93.11000061035156,93.12999725341797,93.05000305175781,93.05000305175781,2988,0,0
2020-12-17 10:06:00-05:00,93.01000213623047,93.01000213623047,92.87999725341797,92.87999725341797,1909,0,0
2020-12-17 10:07:00-05:00,92.80999755859375,92.80999755859375,92.80000305175781,92.80000305175781,579,0,0
2020-12-17 10:08:00-05:00,92.80000305175781,92.8499984741211,92.80000305175781,92.82499694824219,2540,0,0
2020-12-17 10:09:00-05:00,92.8499984741211,92.8499984741211,92.7699966430664,92.7699966430664,1421,0,0
2020-12-17 10:11:00-05:00,92.74030303955078,92.75,92.74030303955078,92.75,520,0,0
2020-12-17 10:12:00-05:00,92.69999694824219,92.73999786376953,92.6500015258789,92.72000122070312,2957,0,0
2020-12-17 10:13:00-05:00,92.72000122070312,92.72000122070312,92.72000122070312,92.72000122070312,432,0,0
2020-12-17 10:14:00-05:00,92.62000274658203,92.62000274658203,92.5199966430664,92.5999984741211,2586,0,0
2020-12-17 10:15:00-05:00,92.51000213623047,92.61000061035156,92.51000213623047,92.56999969482422,4776,0,0
2020-12-17 10:16:00-05:00,92.55000305175781,92.62999725341797,92.54000091552734,92.62999725341797,5324,0,0
2020-12-17 10:17:00-05:00,92.59200286865234,92.59200286865234,92.55999755859375,92.56500244140625,968,0,0
2020-12-17 10:18:00-05:00,92.56999969482422,92.61000061035156,92.55000305175781,92.56999969482422,2563,0,0
2020-12-17 10:19:00-05:00,92.58000183105469,92.6050033569336,92.56999969482422,92.56999969482422,1454,0,0
2020-12-17 10:20:00-05:00,92.63999938964844,92.7699966430664,92.63999938964844,92.7699966430664,1406,0,0
2020-12-17 10:21:00-05:00,92.80000305175781,92.80000305175781,92.80000305175781,92.80000305175781,104,0,0
2020-12-17 10:22:00-05:00,92.75,92.75,92.71499633789062,92.71499633789062,1544,0,0
2020-12-17 10:23:00-05:00,92.75,92.81999969482422,92.75,92.81999969482422,930,0,0
2020-12-17 10:24:00-05:00,92.83000183105469,92.88999938964844,92.83000183105469,92.88500213623047,2690,0,0
2020-12-17 10:25:00-05:00,92.8499984741211,92.8499984741211,92.77999877929688,92.77999877929688,1021,0,0
2020-12-17 10:26:00-05:00,92.7750015258789,92.83999633789062,92.75,92.79000091552734,2952,0,0
2020-12-17 10:27:00-05:00,92.83000183105469,92.83999633789062,92.83000183105469,92.83999633789062,249,0,0
2020-12-17 10:28:00-05:00,92.81559753417969,92.87999725341797,92.81500244140625,92.87999725341797,1778,0,0
2020-12-17 10:29:00-05:00,92.9000015258789,92.91000366210938,92.88999938964844,92.91000366210938,1190,0,0
2020-12-17 10:30:00-05:00,92.95999908447266,92.95999908447266,92.91600036621094,92.91600036621094,615,0,0
2020-12-17 10:32:00-05:00,92.95999908447266,92.98999786376953,92.95999908447266,92.98999786376953,1447,0,0
2020-12-17 10:33:00-05:00,92.99500274658203,93.01000213623047,92.9800033569336,93.01000213623047,2972,0,0
2020-12-17 10:34:00-05:00,92.98999786376953,93.06999969482422,92.98999786376953,93.06999969482422,1675,0,0
2020-12-17 10:35:00-05:00,93.05000305175781,93.05000305175781,93.05000305175781,93.05000305175781,307,0,0
2020-12-17 10:36:00-05:00,92.98999786376953,93.0250015258789,92.98999786376953,93.0250015258789,1146,0,0
2020-12-17 10:37:00-05:00,93.0250015258789,93.04000091552734,93.0250015258789,93.04000091552734,805,0,0
2020-12-17 10:38:00-05:00,93.06999969482422,93.06999969482422,93.06999969482422,93.06999969482422,712,0,0
2020-12-17 10:39:00-05:00,93.05000305175781,93.06999969482422,93.05000305175781,93.05999755859375,1094,0,0
2020-12-17 10:40:00-05:00,93.05999755859375,93.12999725341797,93.05999755859375,93.12999725341797,1480,0,0
2020-12-17 10:41:00-05:00,93.12000274658203,93.12000274658203,93.08999633789062,93.08999633789062,2103,0,0
2020-12-17 10:42:00-05:00,93.08000183105469,93.08999633789062,93.05999755859375,93.06500244140625,1830,0,0
2020-12-17 10:43:00-05:00,93.05999755859375,93.11000061035156,93.05999755859375,93.11000061035156,1237,0,0
2020-12-17 10:44:00-05:00,93.06999969482422,93.06999969482422,93.04000091552734,93.04000091552734,1173,0,0
2020-12-17 10:45:00-05:00,93.0999984741211,93.11000061035156,93.08999633789062,93.11000061035156,659,0,0
2020-12-17 10:46:00-05:00,93.13999938964844,93.13999938964844,93.13999938964844,93.13999938964844,200,0,0
2020-12-17 10:47:00-05:00,93.13500213623047,93.13500213623047,93.08000183105469,93.08000183105469,536,0,0
2020-12-17 10:48:00-05:00,93.08000183105469,93.08000183105469,93.0199966430664,93.04000091552734,7128,0,0
2020-12-17 10:50:00-05:00,93.06500244140625,93.06500244140625,93.04000091552734,93.04000091552734,938,0,0
2020-12-17 10:51:00-05:00,93.05000305175781,93.18000030517578,93.05000305175781,93.13999938964844,5087,0,0
2020-12-17 10:52:00-05:00,93.16999816894531,93.16999816894531,93.16999816894531,93.16999816894531,357,0,0
2020-12-17 10:54:00-05:00,93.16999816894531,93.19000244140625,93.13999938964844,93.16500091552734,3037,0,0
