Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-01,642.5999755859375,642.5999755859375,621.0499877929688,627.0999755859375,4809651,0,0
2020-07-02,630.0,654.4500122070312,626.0,646.2000122070312,6169821,0,0
2020-07-03,652.9500122070312,652.9500122070312,635.5,638.7999877929688,5379171,0,0
2020-07-06,640.0,644.25,629.2000122070312,634.5999755859375,5604802,0,0
2020-07-07,637.9500122070312,642.5999755859375,635.2000122070312,636.5499877929688,3781547,0,0
2020-07-08,643.4500122070312,648.0,632.5,634.4000244140625,6952585,0,0
2020-07-09,643.9500122070312,643.9500122070312,636.25,639.0499877929688,4354183,0,0
2020-07-10,640.0,647.0,636.7000122070312,638.9000244140625,4119561,0,0
2020-07-13,641.0,646.0,636.5999755859375,638.3499755859375,3450069,0,0
2020-07-14,639.9500122070312,644.0,631.25,632.2999877929688,5432821,0,0
2020-07-15,634.4000244140625,643.5,633.0999755859375,638.2000122070312,4253913,0,0
2020-07-16,639.9500122070312,677.4000244140625,635.9000244140625,674.5,16098128,0,0
2020-07-17,674.5,696.6500244140625,669.25,689.0999755859375,15244102,0,0
2020-07-20,689.0,690.8499755859375,672.3499755859375,674.3499755859375,5469496,0,0
2020-07-21,676.0999755859375,682.0999755859375,660.0,662.2999877929688,4314750,0,0
2020-07-22,666.1500244140625,677.7999877929688,657.5,661.7000122070312,5918154,0,0
2020-07-23,663.9500122070312,674.0,662.2000122070312,671.4500122070312,4620517,0,0
2020-07-24,673.0,681.0,658.2000122070312,666.0499877929688,4962702,0,0
2020-07-27,673.9500122070312,673.9500122070312,650.4000244140625,652.9000244140625,4465020,0,0
2020-07-28,651.0,665.75,644.25,662.5999755859375,4583066,0,0
2020-07-29,662.5999755859375,685.5499877929688,662.5999755859375,681.25,7288781,0,0
2020-07-30,681.2000122070312,698.9500122070312,681.0,685.9500122070312,7170665,0,0
2020-07-31,687.0,724.0,687.0,720.1500244140625,18897302,0,0
2020-08-03,724.0,734.2000122070312,701.0,710.4000244140625,12500683,0,0
2020-08-04,708.0,718.9000244140625,703.2000122070312,713.8499755859375,6970907,0,0
2020-08-05,720.7999877929688,729.9500122070312,716.0,722.1500244140625,5263136,0,0
2020-08-06,724.9500122070312,739.7000122070312,720.0999755859375,731.0999755859375,9663886,0,0
2020-08-07,738.0,739.6500244140625,724.5,728.6500244140625,6159632,0,0
2020-08-10,760.0,814.5,751.3499755859375,795.5999755859375,56895213,0,0
2020-08-11,801.0999755859375,801.8499755859375,768.75,778.0,14861526,0,0
2020-08-12,778.0,778.0,755.5999755859375,762.0999755859375,7841540,0,0
2020-08-13,765.9500122070312,782.9000244140625,754.0999755859375,760.25,13741253,0,0
2020-08-14,762.0,787.75,752.5499877929688,771.7999877929688,16276204,0,0
2020-08-17,779.0,781.0,765.5,771.6500244140625,6145819,0,0
2020-08-18,772.0,779.6500244140625,763.0,764.8499755859375,5520627,0,0
2020-08-19,770.0,772.7000122070312,756.6500244140625,758.3499755859375,6296055,0,0
2020-08-20,758.3499755859375,771.75,758.3499755859375,762.7000122070312,8167570,0,0
2020-08-21,768.8499755859375,770.5999755859375,759.0499877929688,760.75,4700914,0,0
2020-08-24,763.0,767.0,750.25,751.75,4942344,0,0
2020-08-25,756.25,758.0,745.25,747.75,3424047,0,0
2020-08-26,751.5,754.0,744.2000122070312,748.0,3730702,0,0
2020-08-27,750.7999877929688,764.0,749.9500122070312,756.2000122070312,6989194,0,0
2020-08-28,763.0,771.0,746.7000122070312,748.5999755859375,8205618,0,0
2020-08-31,752.0,755.7000122070312,705.2000122070312,713.5499877929688,7649137,0,0
