Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-01,326.329025909166,328.11440056912915,308.47515823024503,315.71588134765625,979314,0.0,0
2020-07-02,316.3606437748441,336.14866324190405,314.9224033680683,331.93316650390625,868813,0.0,0
2020-07-03,347.15855084955956,377.906879639092,340.31457404391864,371.2612609863281,8763870,0.0,0
2020-07-06,381.0809031087626,442.8255295137649,371.26125156102455,425.368408203125,12558867,0.0,0
2020-07-07,425.21964372127627,451.3061170610516,411.23410744629876,416.5406799316406,9062149,0.0,0
2020-07-08,414.6064843334656,430.1790366424362,388.81756425530745,394.5704650878906,3086941,0.0,0
2020-07-09,392.7851073905143,401.7120416493897,375.4271796649234,380.3370056152344,2361199,0.0,0
2020-07-10,379.89064510858157,411.48207948293356,375.0304314209483,402.5551452636719,5357095,0.0,0
2020-07-13,405.48117203383964,411.630849850377,392.28915931523875,395.11602783203125,1426892,0.0,0
2020-07-14,401.7120423884913,406.3738979512996,383.9573680504709,385.4451904296875,1354507,0.0,0
2020-07-15,387.82569654872003,390.65256509670996,369.128722771115,372.74908447265625,765396,0.0,0
2020-07-16,371.8563813865647,373.93933866385566,351.6220041282144,356.5318298339844,810682,0.0,0
2020-07-17,359.8050303453077,392.140374756976,359.1603133952076,388.3216247558594,2398454,0.0,0
2020-07-20,394.7688678414762,400.22421651767746,380.88252575660016,385.0980224609375,1406385,0.0,0
2020-07-21,386.8338076828035,391.7932154736087,381.87439989199834,383.41180419921875,598018,0.0,0
2020-07-22,384.80044616489914,393.57857336392567,369.4758646377665,374.4352722167969,768946,0.0,0
2020-07-23,374.83202283853916,395.7607291032255,374.43527628187377,390.7517395019531,1791972,0.0,0
2020-07-24,386.6354137560228,388.718371052456,374.0385363087008,376.4686279296875,643791,0.0,0
2020-07-27,378.50200990068083,379.5930856722329,366.9961777339754,368.93035888671875,328156,0.0,0
2020-07-28,373.39381658672806,387.4289342766207,372.10435242716585,384.3540954589844,706847,0.0,0
2020-07-29,390.65256008641984,401.61283926212303,388.02407999544096,398.2404479980469,1472012,0.0,0
2020-07-30,398.73637131393747,399.4307004863432,378.7003524882437,380.53533935546875,505582,0.0,0
2020-07-31,382.86627417131314,387.875263836869,373.74095190178815,381.7256164550781,409912,0.0,0
2020-08-03,381.6760170830005,393.7274024076685,377.51013263938023,390.8509216308594,481274,0.0,0
2020-08-04,401.71202449057307,420.5577737876617,401.61283028241337,417.780517578125,2912863,0.0,0
2020-08-05,420.9545324978707,425.318805354434,407.812101687758,413.5650329589844,1211706,0.0,0
2020-08-06,414.3089276506873,418.8715584779148,408.5064146397558,415.9455261230469,599491,0.0,0
2020-08-07,417.58214310295483,425.9139422795479,413.6146168026892,416.04473876953125,896272,0.0,0
2020-08-10,453.2898620112984,461.2249143003365,429.18715279127423,433.8985900878906,3255075,0.0,0
2020-08-11,435.8327370575078,440.19700972382213,420.06182682682856,421.69842529296875,772660,0.0,0
2020-08-12,422.34314500231807,433.5018122580491,411.87880692820585,425.1700134277344,1256856,0.0,0
2020-08-13,423.0374686018833,461.0265187388599,423.0374686018833,455.9183349609375,4234227,0.0,0
2020-08-14,461.2249346351216,477.789369126721,439.4035398781911,451.45489501953125,3892826,0.0,0
2020-08-17,454.9264786534907,455.7200020759668,436.427893320136,440.7425842285156,901337,0.0,0
2020-08-18,442.27998556451473,447.8345284048967,437.4197719303642,440.891357421875,697134,0.0,0
2020-08-19,444.31335294605213,450.1158358044277,440.3954087110763,442.32958984375,571745,0.0,0
2020-08-20,438.41163049997306,438.41163049997306,429.5838910529198,431.2204895019531,429702,0.0,0
2020-08-21,431.96442101208663,445.7515686942139,431.96442101208663,433.7994079589844,802042,0.0,0
2020-08-24,437.7173029614872,440.7921417295127,432.460343009892,433.2042541503906,305255,0.0,0
2020-08-25,436.4278736695847,437.7173075520432,421.0537099380425,423.68218994140625,366004,0.0,0
2020-08-26,425.4676089006244,435.2376180882116,420.5082010816164,426.0627136230469,655958,0.0,0
2020-08-27,424.37652322071216,425.5171809384942,406.67143166616,409.5478820800781,882225,0.0,0
2020-08-28,421.5496550834914,433.20426319462325,418.27645810488974,421.40087890625,1647825,0.0,0
2020-08-31,423.53342337560167,426.45948606657066,381.8743981255425,392.78509521484375,877192,0.0,0
2020-09-01,376.8158081950533,385.79235470375886,368.03765011133385,380.83294677734375,699143,0.0,0
2020-09-02,382.37032399456024,391.6940041806708,381.87438323710944,388.916748046875,330456,0.0,0
2020-09-03,392.7850841486565,405.18360321900553,392.1403672109628,397.9924621582031,448128,0.0,0
2020-09-04,391.0492890330715,396.05827859823603,383.85814801724456,387.2801513671875,312609,0.0,0
2020-09-07,388.56961141110514,391.7932265663983,378.4028251521037,381.3288879394531,289095,0.0,0
2020-09-08,336.04946944359517,338.9259502606922,327.46969977317775,328.31280517578125,4880253,0.0,0
2020-09-09,317.25332180796755,321.27043000269185,310.45892709395946,311.3020324707031,2987887,0.0,0
2020-09-10,312.34350659373126,323.70056290558625,312.0459542247021,313.33538818359375,2393500,0.0,0
2020-09-11,316.90614890991367,319.6834050866413,308.02879710638626,312.740234375,792486,0.0,0
2020-09-14,317.4516807380082,320.3777434439549,309.02068748948307,312.2939147949219,1073220,0.0,0
2020-09-15,314.872800642181,316.4102048903024,307.4832712100117,308.772705078125,767929,0.0,0
2020-09-16,309.9629815437535,314.6248368941005,305.1027680471119,313.08740234375,661924,0.0,0
2020-09-17,311.4507935881802,313.1865862276048,308.7727014079966,311.54998779296875,325731,0.0,0
2020-09-18,314.54998779296875,319.95001220703125,313.1499938964844,318.5,558103,2.55,0
2020-09-21,319.3999938964844,321.8500061035156,300.0,302.3500061035156,584859,0.0,0
2020-09-22,300.29998779296875,301.29998779296875,280.3999938964844,287.95001220703125,755045,0.0,0
2020-09-23,290.20001220703125,298.54998779296875,287.3500061035156,294.3999938964844,474053,0.0,0
2020-09-24,292.70001220703125,304.6499938964844,283.04998779296875,292.45001220703125,1013297,0.0,0
2020-09-25,297.45001220703125,302.25,293.0,298.29998779296875,419930,0.0,0
2020-09-28,301.75,304.45001220703125,297.20001220703125,298.25,311918,0.0,0
2020-09-29,302.20001220703125,311.3500061035156,299.0,303.29998779296875,798115,0.0,0
2020-09-30,302.79998779296875,317.0,296.3500061035156,314.75,714272,0.0,0
2020-10-01,316.0,325.95001220703125,315.04998779296875,323.79998779296875,847567,0.0,0
2020-10-05,325.0,333.0,317.5,330.3999938964844,528278,0.0,0
2020-10-06,332.5,333.3999938964844,327.0,329.95001220703125,377675,0.0,0
2020-10-07,328.0,328.79998779296875,317.0,318.20001220703125,335468,0.0,0
2020-10-08,319.20001220703125,321.29998779296875,311.0,312.3999938964844,272288,0.0,0
2020-10-09,312.70001220703125,315.29998779296875,302.0,304.3999938964844,241412,0.0,0
2020-10-12,304.6000061035156,307.5,298.0,301.29998779296875,190425,0.0,0
2020-10-13,300.0,304.25,294.25,301.54998779296875,365908,0.0,0
2020-10-14,305.0,305.45001220703125,295.0,296.75,407440,0.0,0
2020-10-15,296.95001220703125,299.3999938964844,289.0,290.3500061035156,243997,0.0,0
2020-10-16,290.3500061035156,296.20001220703125,288.45001220703125,295.20001220703125,144781,0.0,0
2020-10-19,297.0,301.5,294.0,299.3500061035156,130622,0.0,0
2020-10-20,299.75,299.75,293.5,294.5,98683,0.0,0
2020-10-21,296.0,296.0,291.0,292.8999938964844,146004,0.0,0
2020-10-22,294.0,299.8999938964844,290.6499938964844,298.29998779296875,303395,0.0,0
2020-10-23,299.8999938964844,306.8999938964844,297.8500061035156,303.45001220703125,423124,0.0,0
2020-10-26,305.79998779296875,305.79998779296875,300.95001220703125,304.25,128083,0.0,0
2020-10-27,304.0,304.04998779296875,296.3500061035156,300.6000061035156,115306,0.0,0
2020-10-28,300.95001220703125,301.54998779296875,293.04998779296875,294.95001220703125,84194,0.0,0
2020-10-29,293.1499938964844,293.95001220703125,288.25,291.95001220703125,86662,0.0,0
2020-10-30,292.29998779296875,293.3999938964844,288.0,289.3999938964844,120201,0.0,0
2020-11-02,293.0,293.0,286.0,286.95001220703125,82948,0.0,0
2020-11-03,290.79998779296875,292.0,286.0,286.75,169561,0.0,0
2020-11-04,287.04998779296875,291.5,286.0,286.75,64231,0.0,0
2020-11-05,288.04998779296875,301.75,285.5,296.6499938964844,562055,0.0,0
2020-11-06,296.6499938964844,303.45001220703125,296.6499938964844,301.8500061035156,201421,0.0,0
2020-11-09,308.79998779296875,308.79998779296875,304.25,305.8500061035156,209333,0.0,0
