Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-01,2381.0,2394.0,2326.0,2338.10009765625,427437,0,0
2020-07-02,2354.0,2375.5,2329.10009765625,2350.949951171875,369749,0,0
2020-07-03,2370.0,2400.64990234375,2353.25,2395.199951171875,314301,0,0
2020-07-06,2413.0,2415.0,2337.050048828125,2347.25,445747,0,0
2020-07-07,2346.0,2374.0,2304.39990234375,2333.14990234375,588076,0,0
2020-07-08,2345.0,2375.0,2338.300048828125,2342.800048828125,272354,0,0
2020-07-09,2360.0,2404.0,2350.0,2363.300048828125,435776,0,0
2020-07-10,2368.0,2412.0,2342.949951171875,2353.0,496647,0,0
2020-07-13,2370.0,2384.0,2340.5,2359.60009765625,178873,0,0
2020-07-14,2360.0,2429.949951171875,2352.0,2421.300048828125,568166,0,0
2020-07-15,2440.0,2451.300048828125,2380.25,2392.699951171875,448134,0,0
2020-07-16,2412.0,2425.0,2366.800048828125,2404.699951171875,216978,0,0
2020-07-17,2445.0,2465.0,2382.0,2393.699951171875,786143,0,0
2020-07-20,2416.800048828125,2416.800048828125,2358.25,2372.5,422357,0,0
2020-07-21,2372.0,2389.10009765625,2352.14990234375,2361.85009765625,355296,0,0
2020-07-22,2366.85009765625,2402.89990234375,2330.0,2337.89990234375,334339,0,0
2020-07-23,2350.0,2368.449951171875,2336.050048828125,2350.949951171875,284775,0,0
2020-07-24,2360.0,2372.14990234375,2316.0,2325.300048828125,315421,0,0
2020-07-27,2343.300048828125,2343.300048828125,2231.85009765625,2299.35009765625,590153,0,0
2020-07-28,2298.89990234375,2329.85009765625,2282.300048828125,2291.199951171875,253492,0,0
2020-07-29,2302.699951171875,2402.199951171875,2292.199951171875,2383.050048828125,668912,0,0
2020-07-30,2405.89990234375,2473.949951171875,2392.60009765625,2437.60009765625,1022031,0,0
2020-07-31,2500.14990234375,2755.39990234375,2500.0,2663.60009765625,6618558,0,0
2020-08-03,2663.60009765625,2773.949951171875,2650.0,2727.949951171875,2139365,0,0
2020-08-04,2759.0,2848.800048828125,2720.0,2828.699951171875,1760004,0,0
2020-08-05,2842.0,2881.5,2812.0,2857.199951171875,1237999,0,0
2020-08-06,2871.0,3001.5,2853.60009765625,2976.449951171875,1925257,0,0
2020-08-07,2974.949951171875,2991.25,2927.0,2941.050048828125,1037725,0,0
2020-08-10,2949.800048828125,3030.0,2945.0,3010.800048828125,1296485,0,0
